VOCE,ANNO_AVVIO,ANNO_REGIME_COMPLETO,ORIZZONTE_ANALISI_ANNI,SPESA_LORDA_MIN_EUR,SPESA_LORDA_BASE_EUR,SPESA_LORDA_MAX_EUR,CAPEX_BASE_EUR,CAPEX_CON_CONTINGENZA_BASE_EUR,OPEX_ANNUO_A_REGIME_EUR,OPEX_CUMULATA_BASE_EUR,RISPARMI_CHIUSURE_MIN_EUR,RISPARMI_CHIUSURE_BASE_EUR,RISPARMI_CHIUSURE_MAX_EUR,SPESA_NETTA_MIN_EUR,SPESA_NETTA_BASE_EUR,SPESA_NETTA_MAX_EUR,SPESA_MIN_EUR,SPESA_BASE_EUR,SPESA_MAX_EUR,NOTA_METODO,ORIZZONTE_CONFRONTO_ANNI,ETICHETTA_GRAFICO,DELTA_NETTO_BASE_EUR,DELTA_LORDO_BASE_EUR,NOTA_CONFRONTO
spesa_totale_riforma,2029/2030,2032/2033,4,23308327611.56,25191276129.02,34617553436.81,17023980244.54,19577577281.23,2325160777.0,5613698847.79,1597510649.7,3195021299.4,3195021299.4,20113306312.16,21996254829.62,33020042787.11,20113306312.16,21996254829.62,33020042787.11,totale netto = investimenti con contingenza + spesa corrente cumulata - risparmi immobiliari; personale escluso dai risparmi,4,4 anni,0.0,0.0,CAPEX invariato; cambiano anni di OPEX conteggiati e anni di risparmio immobiliare
spesa_totale_riforma,2029/2030,2037/2038,9,34208052188.61,36817080014.02,50236092554.42,17023980244.54,19577577281.23,2325160777.0,17239502732.79,4260028399.2,8520056798.4,8520056798.4,25687995390.21,28297023215.62,45976064155.22,25687995390.21,28297023215.62,45976064155.22,totale netto = investimenti con contingenza + spesa corrente cumulata - risparmi immobiliari; personale escluso dai risparmi,9,9 anni,6300768386.0,11625803885.0,CAPEX invariato; cambiano anni di OPEX conteggiati e anni di risparmio immobiliare
